CorpName,StockCode,DartCode,CurrnetAsset,TotalLiab,MarketValue,NetAsset,NetAsset/MarketValue
해태제과식품,101530,00428321,148457600809.0,381700350823.0,232934576000,-233242750014.0,-1.001323006739884
비나텍,126340,00563518,44157673592.0,45540619695.0,246102454950,-1382946103.0,-0.005619391741870147
알티캐스트,085810,00364254,43160793857.0,17946504667.0,66792980250,25214289190.0,0.37749908891061945
신풍제지,002870,00137368,60160291321.0,5739503781.0,79880629500,54420787540.0,0.681276398053423
DMS,068790,00361594,221809358220.0,140028658193.0,162919394430,81780700027.0,0.5019703167515635
사조동아원,008040,00137252,167327526779.0,260177790457.0,155964783000,-92850263678.0,-0.5953283933206895
제일약품,271980,01236897,308653381199.0,258791620227.0,475702609200,49861760972.0,0.1048170853127202
보해양조,000890,00123541,50094279820.0,65999611646.0,126697291722,-15905331826.0,-0.12553805696888595
후성,093370,00595191,134629695531.0,301888320624.0,1879918425700,-167258625093.0,-0.08897121428591784
에이플러스에셋,244920,00684802,108334730747.0,146705640106.0,204599621650,-38370909359.0,-0.1875414482664074
우리이앤엘,153490,00815095,82341895855.0,48803893326.0,85714200000,33538002529.0,0.3912770874487541
듀오백,073190,00407771,15157952699.0,6154643800.0,33630192400,9003308899.0,0.26771505770511145
효성중공업,298040,01316245,1192164962294.0,2645996554492.0,563202699200,-1453831592198.0,-2.581364745344956
SIMPAC,009160,00138260,421685298013.0,336611903799.0,445575003960,85073394214.0,0.1909294584703346
경농,002100,00101433,253721560990.0,205583140034.0,226461870000,48138420956.0,0.2125674443825797
남선알미늄,008350,00107224,119007835890.0,113564349794.0,269387875050,5443486096.0,0.020206871207509455
아이에스동서,010780,00115977,2401444000245.0,2432323666745.0,1337649839800,-30879666500.0,-0.02308501491288408
삼영전자공업,005680,00127200,354068633571.0,33083772149.0,224000000000,320984861422.0,1.4329681313482143
SH에너지화학,002360,00136457,74688428793.0,27546241149.0,102020764140,47142187644.0,0.46208424374579476
CJ ENM,035760,00265324,1583547825186.0,2379500934232.0,3087624883200,-795953109046.0,-0.25778815081353984
SK가스,018670,00144164,2271258230772.0,2902034857526.0,1135320012000,-630776626754.0,-0.5555936829148397
한솔로지스틱스,009180,00140946,130774211543.0,143888102834.0,113619152375,-13113891291.0,-0.11541972472842961
삼양통상,002170,00127042,331421667420.0,52034088899.0,174900000000,279387578521.0,1.597413256266438
모베이스,101330,00498001,458375137157.0,652658599376.0,101343135240,-194283462219.0,-1.9170855703141556
뉴프렉스,085670,00493510,41818094723.0,91125807778.0,157363394500,-49307713055.0,-0.31333661307744604
야스,255440,00875307,94630387910.0,35793606786.0,191299700000,58836781124.0,0.3075633737219661
드림시큐리티,203650,01038693,90932351209.0,179590682777.0,212544166800,-88658331568.0,-0.4171289803094234
디딤,217620,01068658,17525209589.0,80039895969.0,46978600955,-62514686380.0,-1.330705578905633
이상네트웍스,080010,00454399,51631042913.0,42636761663.0,64006500000,8994281250.0,0.14052137282932203
유티아이,179900,00961774,40201058956.0,31603503661.0,227706874750,8597555295.0,0.037757117805245356
오리온홀딩스,001800,00117577,940973433140.0,979592311756.0,1027384920800,-38618878616.0,-0.03758949331855913
CS,065770,00303703,20853427480.0,4850106460.0,63086172500,16003321020.0,0.2536739888602372
삼진엘앤디,054090,00239514,103242368679.0,85599513714.0,85485369600,17642854965.0,0.2063844965232507
더존비즈온,012510,00172291,143467373042.0,413828050431.0,2281747078400,-270360677389.0,-0.11848845121720569
유니온커뮤니티,203450,00408266,40977183337.0,23658477297.0,55780226600,17318706040.0,0.3104810986909831
에스에프에이,056190,00358271,1071582489717.0,531971346221.0,1314260616000,539611143496.0,0.41058153681750437
에스퓨얼셀,288620,01257872,100680676969.0,51627995373.0,198667732400,49052681596.0,0.2469081465994525
솔브레인,357780,01489648,384938123957.0,193223654988.0,2146106359400,191714468969.0,0.08933129904269925
두산중공업,034020,00159616,11522667950595.0,19905627865614.0,11297497096200,-8382959915019.0,-0.7420192139583441
광진윈텍,090150,00365624,48659795693.0,61843725587.0,203093198100,-13183929894.0,-0.06491566442076722
유니테스트,086390,00540447,122700110076.0,39631241228.0,612889654000,83068868848.0,0.13553641884122913
제노포커스,187420,00983916,43106997737.0,68007016324.0,183591921600,-24900018587.0,-0.13562698385635286
지누스,013890,00150633,591109218544.0,467374281804.0,1230855055000,123734936740.0,0.10052762608997856
링네트,042500,00352499,99770260444.0,53279546852.0,101969669920,46490713592.0,0.45592688128219055
이엘피,063760,00374020,49321016707.0,9092189898.0,75626804300,40228826809.0,0.5319387376123732
세종텔레콤,036630,00268002,281751117056.0,132098490862.0,373692000000,149652626194.0,0.4004705109930103
황금에스티,032560,00218575,233491912426.0,142268865891.0,134720000000,91223046535.0,0.6771306898381829
모헨즈,006920,00163318,24423828045.0,23506145948.0,60606000000,917682097.0,0.015141769742269742
아이에이치큐,003560,00154426,104333142557.0,26989776186.0,213504192080,77343366371.0,0.362256898178465
프레스티지바이오파마,950210,01510489,388167928.0,38639715.0,1346153872000,349528213.0,0.000259649524671872
유진테크,084370,00531014,200121364903.0,62979993939.0,1083928786600,137141370964.0,0.12652249175351868
삼성에스디에스,018260,00126186,6956072485177.0,2668631848909.0,12380448000000,4287440636268.0,0.34630739019040346
계양전기,012200,00102618,166162823390.0,99047031724.0,130726000000,67115791666.0,0.5134081335465018
남광토건,001260,00107066,172762826340.0,179356419839.0,115981031800,-6593593499.0,-0.056850619421718235
제이앤티씨,204270,00447575,242212511533.0,181410149924.0,428078648400,60802361609.0,0.14203549239434574
인포뱅크,039290,00243757,31341300026.0,18913215365.0,172140764400,12428084661.0,0.0721972201315495
호텔신라,008770,00165680,,2230670628979.0,3014255692800,,
진양산업,003780,00150439,33940022034.0,29632194139.0,107770000000,4307827895.0,0.039972421777860256
대원강업,000430,00111847,352850789269.0,463331133966.0,229090000000,-110480344697.0,-0.48225738660351825
신대양제지,016590,00135777,283613570753.0,200866513692.0,330442124000,82747057061.0,0.2504131617947111
누리플랜,069140,00410997,54551295909.0,83842608109.0,48156597540,-29291312200.0,-0.6082512821980405
플랜티넷,075130,00490179,29252051276.0,10815714906.0,74995200000,18436336370.0,0.24583355161396997
에이테크솔루션,071670,00384887,106647868809.0,114171197748.0,160500000000,-7523328939.0,-0.046874323607476634
아남전자,008700,00138516,,111906970.0,178929582400,,
룽투코리아,060240,00373571,54116948995.0,6088727828.0,187922408760,48028221167.0,0.25557474217105175
락앤락,115390,00561866,420798035225.0,105344362152.0,587674719600,315453673073.0,0.5367827857010986
이라이콤,041520,00137289,181432469535.0,53019100160.0,106163838300,128413369375.0,1.209577304582063
한미글로벌,053690,00413523,138479579153.0,97115901459.0,132586355000,41363677694.0,0.31197537404207243
동아지질,028100,00178754,245744037391.0,141961559154.0,198375000000,103782478237.0,0.5231630913018274
코아스템,166480,00989664,98156925920.0,64178906600.0,273719015250,33978019320.0,0.1241346688645885
풍산홀딩스,005810,00155531,246024721254.0,268192197171.0,306560599600,-22167475917.0,-0.072310257567098
나무가,190510,00819374,105793244990.0,148470807244.0,173838577000,-42677562254.0,-0.2455011021748067
에이치엔티,176440,00872452,6898287592.0,4207630931.0,164619542400,2690656661.0,0.01634469773012806
한올바이오파마,009420,00162586,131328054241.0,40144365981.0,1102277461800,91183688260.0,0.08272299073510822
비츠로테크,042370,00103644,223721651109.0,138822372977.0,230298219750,84899278132.0,0.3686493027352201
코오롱,002020,00152862,1393919385251.0,2866771773718.0,400889025500,-1472852388467.0,-3.673965348964136
교촌에프앤비,339770,00453284,78645321933.0,79486671891.0,427201434000,-841349958.0,-0.0019694455379566916
일동제약,249420,01168383,309856434516.0,449483321675.0,885482202000,-139626887159.0,-0.1576845777855623
명신산업,009900,00173078,348582588046.0,337515949923.0,1498022297150,11066638123.0,0.007387498933797162
도화엔지니어링,002150,00114552,189857370708.0,201673597810.0,258295200000,-11816227102.0,-0.045746986788759526
이엠텍,091120,00541163,130415449377.0,102291474628.0,399581590400,28123974749.0,0.07038355976521986
소프트캠프,258790,01182408,9924593820.0,4267791619.0,86469842640,5656802201.0,0.0654193650444233
삼일제약,000520,00128032,69968282520.0,131256522703.0,113307058710,-61288240183.0,-0.5409039902788595
유한양행,000100,00145109,1280405653130.0,650624662995.0,4590226110400,629780990135.0,0.13720042869089075
우진아이엔에스,010400,00143262,75286194307.0,20500075399.0,53354000000,54786118908.0,1.0268418283165273
한국공항,005430,00156691,196604420719.0,153579375702.0,130295508250,43025045017.0,0.33021126817700563
LF,093050,00593032,1284896098940.0,1005250757168.0,505852000000,279645341772.0,0.5528204727311545
한송네오텍,226440,01101722,32633996394.0,22271091082.0,85667594760,10362905312.0,0.12096645576465581
비즈니스온,138580,01014657,31437581000.0,9785519405.0,315786282000,21652061595.0,0.06856555470956145
삼아알미늄,006110,00126779,89477660672.0,106390270616.0,298100000000,-16912609944.0,-0.05673468615900704
잇츠한불,226320,00911955,368325366074.0,42939112094.0,385955944000,325386253980.0,0.8430657929704019
경동나비엔,009450,00101488,381846983525.0,387779711753.0,782333390400,-5932728228.0,-0.007583375963240747
THE E&M,089230,00519252,61517529186.0,34388754059.0,109620520712,27128775127.0,0.24747898432515156
테이팩스,055490,00256955,68285055002.0,51064222144.0,360900225000,17220832858.0,0.04771632618959991
네오리진,094860,00599106,7808174204.0,3224482942.0,129252153835,4583691262.0,0.035463171219966075
뷰웍스,100120,00609324,137182863728.0,42078663241.0,382571336250,95104200487.0,0.24859207022465474
쿠콘,294570,01311055,78588057466.0,80385278404.0,596895546900,-1797220938.0,-0.003010947136955429
용평리조트,070960,00365989,182156341429.0,550200236382.0,226707998430,-368043894953.0,-1.6234270405181135
동원F&B,049770,00340917,755493836090.0,981408553471.0,746740494000,-225914717381.0,-0.30253444027236587
광전자,017900,00152729,125318734013.0,45257361005.0,174990164260,80061373008.0,0.4575192745635977
시스웍,269620,01188378,33038616852.0,38523177707.0,117732057765,-5484560855.0,-0.04658510994471447
세틀뱅크,234340,00763701,170620926350.0,87876626123.0,302968650000,82744300227.0,0.27311175670155974
수산중공업,017550,00135111,153421513952.0,138556105548.0,150078753140,14865408404.0,0.0990507189924006
일진머티리얼즈,020150,00113997,521107000000.0,242149000000.0,5510244782500,278958000000.0,0.050625337169401874
제일연마,001560,00148461,53979337762.0,14216219416.0,92400000000,39763118346.0,0.43033677863636366
코윈테크,282880,01211232,82295080790.0,47842015142.0,267196353600,34453065648.0,0.12894287359765827
SK디스커버리,006120,00131832,2654231618048.0,3291906454313.0,926191645750,-637674836265.0,-0.6884912417328398
가온전선,000500,00104768,375930808222.0,368419249000.0,101720484150,7511559222.0,0.07384509899621826
이크레더블,092130,00634728,64239545142.0,20833717907.0,239065460000,43405827235.0,0.18156461094379756
KEC,092220,00589127,,191582633288.0,472638356400,,
에어부산,298690,00651901,80156156546.0,942763215104.0,410140800000,-862607058558.0,-2.103197386258573
에스와이,109610,00535481,158810309389.0,178412444890.0,174359175210,-19602135501.0,-0.11242388292667126
NHN벅스,104200,00645089,43074897459.0,24302624867.0,292102735000,18772272592.0,0.06426599392162487
포스코,005490,00155319,39442198344637.0,33607143443625.0,25458555820000,5835054901012.0,0.2291981894914886
웅진씽크빅,095720,00628189,451931762088.0,291495594689.0,373661861475,160436167399.0,0.4293619016018686
네오이뮨텍,950220,01511558,166464765.0,14280972.0,1059756607500,152183793.0,0.00014360258942759175
TS트릴리온,317240,01353024,19652541977.0,21225486919.0,72011610195,-1572944942.0,-0.02184293529530346
대한항공,003490,00113526,5397783655944.0,20181005027465.0,10156368090000,-14783221371521.0,-1.4555617953701991
현대무벡스,319400,01358463,117029820586.0,66265038648.0,316883506860,50764781938.0,0.1602001392910235
케이씨티시,009070,00103042,132042500176.0,245367649173.0,192000000000,-113325148997.0,-0.5902351510260416
프리시젼바이오,335810,01137295,24158886175.0,5568452598.0,134911014000,18590433577.0,0.13779774553469742
SK머티리얼즈,036490,00110051,459561477115.0,1570333061349.0,4249657451700,-1110771584234.0,-0.26137908686961475
와이더플래닛,321820,01116502,18442681168.0,8961346895.0,129327787500,9481334273.0,0.0733124292642832
드림텍,192650,00415646,303087824507.0,326916360355.0,669768527750,-23828535848.0,-0.03557727014741773
율촌화학,008730,00145260,212749858404.0,271338520542.0,662160000000,-58588662138.0,-0.08848112561616528
삼표시멘트,038500,00239639,191959041603.0,725158078613.0,518537850330,-533199037010.0,-1.0282740916032833
대창단조,015230,00112679,176048286696.0,59583344163.0,108717335150,116464942533.0,1.0712637719854927
원익큐브,014190,00128175,108105422188.0,56754157976.0,117173688860,51351264212.0,0.43824910448415494
계룡건설산업,013580,00102432,1570723992787.0,1673950044395.0,304097383350,-103226051608.0,-0.3394506406824036
바이브컴퍼니,301300,00403793,17490062215.0,20547706045.0,256762492000,-3057643830.0,-0.011908452072509096
수젠텍,253840,01063954,55373351772.0,8206624480.0,227268115200,47166727292.0,0.20753781167451685
삼성SDI,006400,00126362,5770462156755.0,8280533730939.0,46759880400000,-2510071574184.0,-0.053680025541382695
이노인스트루먼트,215790,01065679,59774674882.0,34063838605.0,76336567355,25710836277.0,0.3368089130525458
코데즈컴바인,047770,00329093,20023601085.0,26911546086.0,95741783060,-6887945001.0,-0.07194293631113412
현대에버다임,041440,00228536,187016125538.0,81144065015.0,92087952160,105872060523.0,1.149684166491731
자안바이오,221610,00493431,28538904121.0,79188318694.0,19931117015,-50649414573.0,-2.541223080215808
DRB동일,004840,00118266,375542609260.0,322925253817.0,103038100000,52617355443.0,0.5106592167654489
DL이앤씨,375500,01524093,5450294857537.0,4163956253889.0,2419842250000,1286338603648.0,0.5315795290573176
미코바이오메드,214610,01049167,58346800367.0,13990637757.0,167964321060,44356162610.0,0.26408086151912674
알체라,347860,01405451,24253767945.0,3355909200.0,443165140900,20897858745.0,0.04715591732364074
클리노믹스,352770,01201970,31313800790.0,3372979835.0,160294677900,27940820955.0,0.17430909947260326
기아,000270,00106641,29288098000000.0,33143952000000.0,34293739156200,-3855854000000.0,-0.11243609168535057
동원수산,030720,00118044,73628143462.0,57654539418.0,42815006000,15973604044.0,0.3730842416324781
RF머트리얼즈,327260,01343665,39169683525.0,29559268736.0,58949387850,9610414789.0,0.1630282372643841
금호건설,002990,00106313,881175099433.0,1079129918467.0,452428961400,-197954819034.0,-0.437537903014535
LS전선아시아,229640,01093007,382766743752.0,345392156912.0,244999032000,37374586840.0,0.15254993676872977
진양홀딩스,100250,00646732,151215598098.0,184014728312.0,213799491900,-32799130214.0,-0.15341070234788523
삼화전기,009470,00129271,84356501958.0,73036696721.0,191800780000,11319805237.0,0.05901855684319949
티엘비,356860,00920379,64896765414.0,41324771608.0,184115996750,23571993806.0,0.12802795097705164
고려아연,010130,00102858,4540441458842.0,1383235784342.0,9887880000000,3157205674500.0,0.3193005653891431
현대위아,011210,00106623,4108995000000.0,4190818000000.0,2104899424200,-81823000000.0,-0.038872641162462244
현대모비스,012330,00164788,23490365000000.0,15693422000000.0,23264981124000,7796943000000.0,0.33513644212488636
GS글로벌,001250,00138190,639358756817.0,731902945852.0,193954345400,-92544189035.0,-0.4771441900110169
엘에스일렉트릭,010120,00105855,1659839091268.0,1156024684076.0,1629000000000,503814407192.0,0.3092783346789441
신신제약,002800,00136448,41340418701.0,64600754589.0,99366775000,-23260335888.0,-0.23408564772279267
디피씨,026890,00117498,145633128580.0,65728916373.0,625172625000,79904212207.0,0.12781143801202108
희림,037440,00236863,125349393675.0,108805390993.0,109291428750,16544002682.0,0.15137511579104504
에넥스,011090,00139764,73202294911.0,68149568330.0,155978266600,5052726581.0,0.03239378594940739
파워로직스,047310,00269612,198433699386.0,181110568967.0,257468945360,17323130419.0,0.06728240718420753
자화전자,033240,00146861,218413886067.0,87426651534.0,408120000000,130987234533.0,0.32095274559688325
경방,000050,00101628,105848583151.0,531290231166.0,374218435500,-425441648015.0,-1.1368805159119426
한솔홈데코,025750,00203582,82468899545.0,142145101632.0,133335321595,-59676202087.0,-0.447564841582366
넥스트BT,065170,00384717,48874886242.0,70108210124.0,116551432290,-21233323882.0,-0.18217986227031377
강스템바이오텍,217730,01025644,37791131726.0,32907590056.0,128419876125,4883541670.0,0.038027926963942166
포인트엔지니어링,256630,01179608,51590113377.0,26790480793.0,183658476820,24799632584.0,0.13503124393384588
현대코퍼레이션홀딩스,227840,01108099,85483321922.0,42069005533.0,111940282800,43414316389.0,0.3878346141626864
티에이치엔,019180,00118965,156119290718.0,227597876395.0,76140000000,-71478585677.0,-0.9387783776858418
더블유게임즈,192080,01010110,277623070727.0,110577773695.0,1041834263400,167045297032.0,0.16033768796089684
인포바인,115310,00491415,73061741448.0,4423907964.0,76629192000,68637833484.0,0.895713913882845
링크제니시스,219420,01109955,40644745492.0,7864502474.0,93361786980,32780243018.0,0.3511098499541595
한국전자홀딩스,006200,00159254,201723825991.0,204798378479.0,99924695360,-3074552488.0,-0.030768695135104187
파멥신,208340,00972293,94588580740.0,97663300957.0,203375985120,-3074720217.0,-0.015118403557754331
에스트래픽,234300,01014055,51551939010.0,63989110183.0,113710833600,-12437171173.0,-0.10937542870145664
네오팜,092730,00551920,121876317571.0,22581022273.0,201490712550,99295295298.0,0.4928033359024418
이루온,065440,00390514,43883261687.0,21045657224.0,66687423900,22837604463.0,0.3424574399101957
이오플로우,294090,01274310,55770944423.0,34688976295.0,622477836000,21081968128.0,0.03386782132432423
이랜시스,264850,01199189,30692271498.0,24264247752.0,87693026600,6428023746.0,0.07330142424346431
인탑스,049070,00226866,517124969522.0,210787591202.0,482460000000,306337378320.0,0.6349487591095635
티움바이오,321550,01335930,66041567515.0,2248835345.0,459763171800,63792732170.0,0.13875128779942875
상신이디피,091580,00480783,84026345241.0,87443002097.0,204164608500,-3416656856.0,-0.016734814525897618
환인제약,016580,00166573,221096002209.0,33856657287.0,328291235500,187239344922.0,0.570345244328035
유니켐,011330,00137207,90277720462.0,179089979895.0,91950904430,-88812259433.0,-0.9658660780287444
광명전기,017040,00103662,86969780914.0,52113361086.0,108127349425,34856419828.0,0.3223645082706604
SBS미디어홀딩스,101060,00650629,213809483442.0,55924607299.0,271398608600,157884876143.0,0.5817453411328948
지노믹트리,228760,01108248,,23855059734.0,256126651200,,
한독,002390,00161046,336479862055.0,450182360692.0,315873082350,-113702498637.0,-0.3599626083713366
샘표,007540,00130091,189513179930.0,96601241600.0,119489490000,92911938330.0,0.7775741475672882
노바텍,285490,01259232,99005994847.0,14722888757.0,400749324000,84283106090.0,0.21031378231345438
미원상사,002840,00121932,153731530019.0,67201637709.0,994000000000,86529892310.0,0.08705220554325956
인터로조,119610,00604426,105792591536.0,62584791326.0,357893257200,43207800210.0,0.12072817618314156
천보,278280,00897752,143410330390.0,42688994296.0,3253000000000,100721336094.0,0.03096259947556102
샘표식품,248170,01167056,148781125117.0,80043719294.0,208999084500,68737405823.0,0.3288885498586957
휴마시스,205470,01042979,51991833482.0,19042220975.0,604050334750,32949612507.0,0.05454779281040702
한창,005110,00163716,82796336119.0,86457142934.0,76140906660,-3660806815.0,-0.048079369889131814
에스제이엠홀딩스,025530,00181943,176648594641.0,58416459820.0,54509129200,118232134821.0,2.1690336381488184
엔에스,217820,01020843,84247163221.0,62578182064.0,107879030690,21668981157.0,0.20086369907482526
네온테크,306620,01325429,31036536934.0,38012064476.0,160488482160,-6975527542.0,-0.043464349890515536
파커스,065690,00384762,59333925069.0,38500564700.0,42147993000,20833360369.0,0.49429068589339475
오스템임플란트,048260,00341916,539551177632.0,803273523415.0,1994286093200,-263722345783.0,-0.13223897347638586
에스제이그룹,306040,01222432,86475920677.0,42782535832.0,219514673000,43693384845.0,0.1990453952251292
미원에스씨,268280,01234297,232436947447.0,74043156514.0,1042950000000,158393790933.0,0.1518709343046167
엔바이오니아,317870,00964595,,10203535532.0,83745299500,,
라파스,214260,01058101,27605474873.0,15622476499.0,407805039200,11982998374.0,0.029384135118848232
에이텍티앤,224110,01099861,45438214223.0,20295725371.0,112407000000,25142488852.0,0.22367369338208476
영원무역,111770,00776820,1690679889127.0,1041720089950.0,1982938193000,648959799177.0,0.3272718239367736
디케이앤디,263020,00892526,35271159629.0,12818275239.0,32799528450,22452884390.0,0.6845489996670974
레이크머티리얼즈,281740,01255652,39933802828.0,59678089333.0,304332437240,-19744286505.0,-0.0648773646478881
대원제약,003220,00111999,130643270714.0,144277130431.0,405394119300,-13633859717.0,-0.03363112356080001
티앤엘,340570,00608440,47900341958.0,9963211040.0,346252800000,37937130918.0,0.10956483505115337
웰크론,065950,00362159,150044530233.0,133825368575.0,124500041820,16219161658.0,0.13027434706768518
수산아이앤티,050960,00577016,28269683204.0,13075323369.0,97889500000,15194359835.0,0.15521950602465023
인선이엔티,060150,00375931,134158671819.0,163084940252.0,505215190200,-28926268433.0,-0.0572553418703601
휴비츠,065510,00398668,61578119947.0,69293717487.0,106470524160,-7715597540.0,-0.07246698183250495
케이엔더블유,105330,00606664,88030935600.0,118911587395.0,178390115400,-30880651795.0,-0.17310741531702603
미래생명자원,218150,01071944,40654257886.0,23560825079.0,77393069060,17093432807.0,0.2208651629223812
씨에스베어링,297090,00765462,64338518092.0,76531026322.0,175800340000,-12192508230.0,-0.06935429265950226
휴스틸,005010,00156488,282254001339.0,208767627421.0,112469775250,73486373918.0,0.6533877546625577
태평양물산,007980,00154329,383529473938.0,546327551288.0,108095822815,-162798077350.0,-1.506053361827125
아미노로직스,074430,00466428,33890287437.0,5038070639.0,197610399000,28852216798.0,0.14600555914064017
대창,012800,00112651,410255349748.0,451392055181.0,166331410675,-41136705433.0,-0.2473177210850346
삼화네트웍스,046390,00301112,33437130215.0,9641270574.0,118725565750,23795859641.0,0.20042742681982123
비아트론,141000,00610083,125273320847.0,37065664505.0,120904805800,88207656342.0,0.729562863596279
동양,001520,00117337,341855168069.0,215709467160.0,365186616390,126145700909.0,0.3454280503376473
우리손에프앤지,073560,00413417,180965513553.0,201502132986.0,148860932450,-20536619433.0,-0.13795842263649613
쿠쿠홈시스,284740,01267684,309213329115.0,198614207172.0,857106006000,110599121943.0,0.1290378566580713
현대그린푸드,005440,00105280,1016143607000.0,921406131000.0,818763559160,94737476000.0,0.11570797813375415
유진기업,023410,00184667,376639295620.0,3889627115962.0,381529108905,-3512987820342.0,-9.207653461683122
바이오니아,064550,00326731,129860223638.0,61815272615.0,1484091732500,68044951023.0,0.04584955871182983
동성화인텍,033500,00231105,135839833329.0,137978923314.0,339359248800,-2139089985.0,-0.00630332013217257
힘스,238490,00556712,50156678028.0,16797964698.0,108031853800,33358713330.0,0.30878590116353255
뉴트리,270870,01214248,68501629381.0,34236367096.0,205958862400,34265262285.0,0.1663694481786961
하이골드3호,153360,00905316,6651406768.0,6452387703.0,42473947700,199019065.0,0.004685673825416515
오리온,271560,01238169,799880205191.0,724425118898.0,4348974520000,75455086293.0,0.017350087002349236
아이진,185490,00945457,33134034182.0,30850737847.0,464585672600,2283296335.0,0.004914693822178794
삼륭물산,014970,00125488,47884536354.0,57034409940.0,105421250000,-9149873586.0,-0.08679344616004837
한일단조,024740,00162832,84771797051.0,124532821163.0,68899511040,-39761024112.0,-0.5770871739411404
아톤,158430,00595182,41222026502.0,9618501033.0,181544160900,31603525469.0,0.17408175130682488
선익시스템,171090,00327819,62989693341.0,21024367767.0,190952130400,41965325574.0,0.21976882628170982
동아엘텍,088130,00489243,190353223704.0,72627753012.0,104176904260,117725470692.0,1.1300534559770188
디지캡,197140,00681373,18932597603.0,16554497626.0,44628418800,2378099977.0,0.053286673401030285
에스디생명공학,217480,01099667,77361269157.0,63374837369.0,69598779930,13986431788.0,0.2009580024544548
에스제이엠,123700,00815369,149332568710.0,48029724860.0,74513387950,101302843850.0,1.3595254039176996
일진파워,094820,00485177,81292097280.0,49466797116.0,257091988450,31825300164.0,0.12378954457458513
켐트로닉스,089010,00371485,198724529561.0,268738502341.0,430143645150,-70013972780.0,-0.16276881820626382
티로보틱스,117730,00867098,32924585638.0,38248947634.0,131997063550,-5324361996.0,-0.04033697305685252
극동유화,014530,00105156,114238984615.0,128103484590.0,134247267000,-13864499975.0,-0.10327584527288738
삼아제약,009300,00126788,91677057339.0,15548116745.0,136318000000,76128940594.0,0.5584657975762555
브이원텍,251630,01027794,67084016898.0,28162745387.0,135605725800,38921271511.0,0.28701790637073527
코스맥스,192820,01009789,668010403723.0,962553164726.0,1146300409000,-294542761003.0,-0.25695075975760207
동아에스티,170900,00956930,466520423576.0,355522433752.0,610649053500,110997989824.0,0.18177050989893986
멜파스,096640,00609315,16902891443.0,31553150062.0,68785490730,-14650258619.0,-0.212984721974375
경인양행,012610,00102113,280958208940.0,292528167456.0,260268044900,-11569958516.0,-0.044454010942624175
국동,005320,00168331,141569224222.0,110106764459.0,157767980800,31462459763.0,0.19942233907959098
태양금속공업,004100,00153755,187920164045.0,343565561197.0,49545000000,-155645397152.0,-3.1414955525683723
피엔티,137400,00612294,293653265767.0,284790510219.0,984693873400,8862755548.0,0.0090005186255483
한익스프레스,014130,00129509,125336263893.0,246432824009.0,78360000000,-121096560116.0,-1.5453874440530884
서울리거,043710,00305570,70349545633.0,70173223067.0,43413636240,176322566.0,0.004061455829805423
쎌마테라퓨틱스,015540,00108065,27077087110.0,28640795948.0,86229499400,-1563708838.0,-0.018134267841986334
정상제이엘에스,040420,00287788,21666956852.0,41857457150.0,125733967040,-20190500298.0,-0.16058111243381637
코아스,071950,00210856,35158033084.0,53978325281.0,34616075200,-18820292197.0,-0.5436864834693911
휴맥스,115160,00787057,562363311825.0,651601552613.0,201162302440,-89238240788.0,-0.44361314076039066
동양철관,008970,00117629,68244380806.0,63390867385.0,151578744750,4853513421.0,0.03201974939827439
엘오티베큠,083310,00484682,132844467007.0,64024437330.0,280508019750,68820029677.0,0.24534068487002678
젬백스,082270,00492894,64399656624.0,17612792258.0,680799957300,46786864366.0,0.06872336560001133
삼진,032750,00173351,65058483755.0,18817329782.0,69600000000,46241153973.0,0.6643843961637931
COWON,056000,00361266,23411194637.0,5338817537.0,56399843500,18072377100.0,0.32043310723016455
세원정공,021820,00134316,261476832632.0,60647385334.0,80900000000,200829447298.0,2.482440634091471
바텍,043150,00264255,210571529592.0,127488625045.0,506530129600,83082904547.0,0.16402361812634808
STX,011810,00138297,323528000000.0,544431000000.0,113340957840,-220903000000.0,-1.949012997682992
디스플레이텍,066670,00371740,83830352242.0,35478271037.0,126544284860,48352081205.0,0.38209612752162975
에스코넥,096630,00573269,75456084223.0,107462031896.0,121749118160,-32005947673.0,-0.26288443117048693
제이씨현시스템,033320,00223513,119789480509.0,45771970465.0,130933859200,74017510044.0,0.5653045781759101
신라젠,215600,00919966,19625666884.0,23936351930.0,1244692212500,-4310685046.0,-0.0034632538090214812
솔고바이오,043100,00220109,26624140511.0,23239628313.0,68354109000,3384512198.0,0.04951439273387354
가온미디어,078890,00441304,303382148834.0,187425774730.0,252045941400,115956374104.0,0.4600604693728268
큐브엔터,182360,00985686,37507187342.0,20807749347.0,311295691850,16699437995.0,0.05364493769816365
휴맥스홀딩스,028080,00219440,15012180358.0,24182943182.0,51756437190,-9170762824.0,-0.17719076740799902
서울옥션,063170,00410915,98594008668.0,87558709746.0,479611125000,11035298922.0,0.02300884684857967
젬백스링크,064800,00392691,61611291365.0,47648855542.0,138075690820,13962435823.0,0.10112160757683182
윌비스,008600,00104999,204394769142.0,204328018110.0,109181373920,66751032.0,0.0006113774685498114
동양에스텍,060380,00178851,73139903344.0,61027079750.0,69541000000,12112823594.0,0.1741824764383601
맘스터치,220630,01089855,56140687832.0,34017682619.0,562032771120,22123005213.0,0.03936248266967426
내츄럴엔도텍,168330,00923792,23828148773.0,25760392239.0,148707111150,-1932243466.0,-0.012993618469603362
세방,004360,00133812,278438791121.0,322520859098.0,234600583500,-44082067977.0,-0.18790263570252375
